,word,lema,animacy,gender,finale,n_syll,preposition,context
188,кладбище,кладбище,inan,neut,щ',2,на,"Часов в десять идут на кладбище , назавтра утром"
189,кладбище,кладбище,inan,neut,щ',2,на,"Идут или еду , если у кого далёко хоронятся , едут на кладбище"
190,коне,конь,anim,masc,н',1,на,"Мне мама казала , что тётка наша женилась , ехали , ну , на коне"
191,коне,конь,anim,masc,н',1,на,в Починки тридцать один раз съездила на коне . Тридцать оди раз
192,коне,конь,anim,masc,н',1,на,"На коне , с Починок"
193,детстве,детство,inan,neut,в,1,в,"Ну , это ( этое ) , помню , в детстве это ещё"
194,поле,поле,inan,neut,л',1,в,"кинут ветку одну себе ( сабе ) , как ( як ) гонят корову первый день в поле"
195,жите,жито,inan,neut,т,1,в,"а эта ( ета ) же в жите будет покуля лежать , она ( ина ) там ( тама ) и сгниёт , та ( тая ) верба в жите"
196,жите,жито,inan,neut,т,1,в,"а эта ( ета ) же в жите будет покуля лежать , она ( ина ) там ( тама ) и сгниёт , та ( тая ) верба в жите"
197,колхозе,колхоз,inan,masc,з,2,в,"Да , да - да . Это уже ( ужо ) в колхозе было . Был"
198,потолке,потолок,inan,masc,к,3,на,на потолке
199,магазине,магазин,inan,masc,н,3,в,"Не , в магазине"
200,магазине,магазин,inan,masc,н,3,в,Где я поймаю ? В магазине
201,магазине,магазин,inan,masc,н,3,в,А это я в магазине взяла . Дак я ей и хвосты поотрезала
202,тракторе,трактор,inan,masc,р,2,на,"Ну , ну , ну дык мой , ну мой , этот ( этой ) , на тракторе увернулся [ нрзб ]"
203,телевизоре,телевизор,inan,masc,р,4,в,"Ну а теперьже есть ( ёсть ) такие бабы ти эти , в телевизоре вот показывают вот"
204,сне,сон,inan,masc,н,1,во,"А теперь вот , я только увижу , что матку во сне , так"
205,сне,сон,inan,masc,н,1,во,"Как ( як ) сына вот похоронили , сказала , хоть бы раз увидела во сне , так ни разу во сне не вижу ничего , не приходит"
206,сне,сон,inan,masc,н,1,во,"Как ( як ) сына вот похоронили , сказала , хоть бы раз увидела во сне , так ни разу во сне не вижу ничего , не приходит"
207,угле,угол,inan,masc,л,2,на,"Ну не , икона же так стоит на угле"
208,возрасте,возраст,inan,masc,т,2,в,"Прясть пряла , ну мы тогда ( тада ) в моём"
209,месте,место,inan,neut,т,1,в,"только в том месте , где будет дырка , это в специальном месте"
210,месте,место,inan,neut,т,1,в,"только в том месте , где будет дырка , это в специальном месте"
211,гребне,гребень,inan,masc,н',2,на,"Не , ну оставляли на гребне , бывает же так ,"
212,колхозе,колхоз,inan,masc,з,2,в,"Ну шаровая молния у нас не так , не так давно , это уже я работала бригадиром вот тут в колхозе , в бригаде , при моей бытности"
213,заче,зач,anim,masc,ч,1,в,"Шаровая молния в окно , заче = почему ж говорят , что , чтоб всё закрывали , и окна были , не были открыты "
214,конце,конец,inan,masc,ц,2,в,"Ай в конце там , не идите вы к ней , она ( ина ) такая"
215,коне,конь,anim,masc,н',1,на,"Гармонист на первом коне , не"
216,доме,дом,inan,masc,м,1,в,"в доме хозяйство , в доме семья"
217,доме,дом,inan,masc,м,1,в,"в доме хозяйство , в доме семья"
218,возрасте,возраст,inan,masc,т,2,в,В моём возрасте все
219,характере,характер,inan,masc,р,3,в,"Нет , это не в моём характере"
220,доме,дом,inan,masc,м,1,в,Холодно в доме
221,колхозе,колхоз,inan,masc,з,2,в,Работала в колхозе
222,колхозе,колхоз,inan,masc,з,2,в,Ну а жили в колхозе
223,колхозе,колхоз,inan,masc,з,2,в,"Ой , у нас в колхозе хорошо жили"
224,колхозе,колхоз,inan,masc,з,2,в,"Чи вы были в колхозе , может , и не были"
225,поле,поле,inan,neut,л',1,на,"Таких цветов не сеяли , пойдёшь на поле"
226,колхозе,колхоз,inan,masc,з,2,в,"В колхоз , но там , если . В колхозе топили котлы , ну скоту , воду грели"
227,велосипеде,велосипед,inan,masc,д,4,на,Из Белоруссии ехала на велосипеде
228,виде,вид,inan,masc,д,1,в,любил грибы в лучшем виде
229,доме,дом,inan,masc,м,1,в,"Не , у меня печка , в доме печка стоит , а сарай там стоит"
230,поле,поле,inan,neut,л',1,в,Коровы - то в поле
231,поле,поле,inan,neut,л',1,в,"Ну корове дал , говорю , корову в поле прогнал"
232,дворе,двор,inan,masc,р,1,на,"Дык , внук там ( тама ) на дворе копал канавку . Чтоб уточкам . А уточкам [ мысочкам ] надо , чтобы держать , надо было чтоб водичка"
233,банке,банк,inan,masc,к,1,в,"Не в банке огурцы , клали в бочечки , такие бочечки"
234,погребе,погреб,inan,masc,б,2,в,"В погребе дык она ( ина ) и летом стояла , она ж в погребе"
235,погребе,погреб,inan,masc,б,2,в,"В погребе дык она ( ина ) и летом стояла , она ж в погребе"
236,магазине,магазин,inan,masc,н,3,в,"Ну мы его не пьем , мы если покупаем в магазине"
237,районе,район,inan,masc,н,2,в,"Ну да , там в нашем районе , где - то там подальше , где большие леса , там"
238,доме,дом,inan,masc,м,1,в,"Да нет . Вот тут ( тута ) , где ( иде ) вот это ? Там , наверное , в одном доме , где ( иде ) вы живете , напротив , наверное"
239,доме,дом,inan,masc,м,1,в,"Два человека только , три точнее , в одном доме один живет , в другом два"
240,детстве,детство,inan,neut,в,1,в,"в моем детстве , это , конечно , были , мне кажется , вот как сейчас понимаю , что это была легенда , что она являлась , эта икона"
241,месте,место,inan,neut,т,1,на,"Так хоть она и была недействительная , но всё равно стояла , стояла на месте , никто не ломал"
242,уме,ум,inan,masc,м,1,на,Путное . У них только компьютеры и всякая ерунда на уме
243,ресторане,ресторан,inan,masc,н,3,в,"Но только что уже дома , да , два дня , в ресторане - то один же день только гуляют"
244,доме,дом,inan,masc,м,1,в,"У невесты и у жениха , ну а сейчас , конечно , в одном доме уже , потому что это"
245,музее,музей,inan,masc,й,2,в,"Да , ну в Хиславичах , может , да , в краеведческом музее что - то вы"
246,доме,дом,inan,masc,м,1,в,"Ай , и липучки , и травим без конца , в доме нету , ну а так вот на улице . ."
247,фронте,фронт,inan,masc,т,1,на,Ну . Отец был на фронте
248,фронте,фронт,inan,masc,т,1,на,"Отец был на фронте , но вернулся на родину . Ну , мы здесь родились"
249,колхозе,колхоз,inan,masc,з,2,в,"Лён в колхозе сеяли , брали"
250,колхозе,колхоз,inan,masc,з,2,в,"Ой , мама была , в колхозе работала в этой бригаде"
251,районе,район,inan,masc,н,2,в,"Потом грузили , сдавали у нас в Хиславичах , в нашей районе была , льнозавод этот ( этый )"
252,коридоре,коридор,inan,masc,р,3,в,Вот в коридоре - у нас сенцы назывались - поставишь
253,масле,масло,inan,neut,л,1,на,"коноплю эту , по = поджарит на масле на этом ( этым ) , на подсолнечном"
254,колхозе,колхоз,inan,masc,з,2,в,"В луг , давали , в колхозе сушили сено"
255,колхозе,колхоз,inan,masc,з,2,в,"В колхозе сено грести ( гресть ) , и в колхоз"
256,колхозе,колхоз,inan,masc,з,2,в,"Вс = в колхозе косили руками , косами обыкновенными . Не сейчас , как ( як ) вотколхоз косит , этими тракторами"
257,колхозе,колхоз,inan,masc,з,2,в,"А в колхозе пасли уже ( ужо ) пастухи , муж = мужики"
258,колхозе,колхоз,inan,masc,з,2,в,"И раньше коровы , в колхозе не было дойки , а доили вручную"
259,колхозе,колхоз,inan,masc,з,2,в,"И корма , всё было , всё руками носили в колхозе , некогда было . Я помню"
260,коне,конь,anim,masc,н',1,на,человек на коне
261,бюллетене,бюллетень,inan,masc,н',3,на,"Ну я десять дней была на бюллетене ( бюллетню ) , детка , десять дней . Мази взяла"
262,кладбище,кладбище,inan,neut,щ',2,на,"Чтоб побыть на каждом кладбище . К нему обратись , он даст там"
263,районе,район,inan,masc,н,2,в,"Ещё там , там в нашем районе"
264,доме,дом,inan,masc,м,1,в,"Возят , крестят , что же машины в каждом доме"
265,доме,дом,inan,masc,м,1,в,"в доме , боже окрой ( окрый )"
266,доме,дом,inan,masc,м,1,в,У меня же всё - таки два покойника уже в этом доме было
267,доме,дом,inan,masc,м,1,в,В этом же доме никто не
268,детстве,детство,inan,neut,в,1,в,"Ну , такие ( такия ) прыщики , в детстве"
269,колхозе,колхоз,inan,masc,з,2,в,"Ну , давали же в колхозе бульбу"
270,дворе,двор,inan,masc,р,1,во,Колю во дворе на печи родила
271,сельсовете,сельсовет,inan,masc,т,3,в,"Они ( яны ) не живут , но прописаны в нашем сельсовете какие - то ( якие - то )"
272,сельсовете,сельсовет,inan,masc,т,3,в,"Говорит , одинадцать человек прописано в нашем сельсовете"
273,колхозе,колхоз,inan,masc,з,2,в,"в охране работает . Он раньше в колхозе работал , только в охране , наверное , второй год работает"
274,пределе,предел,inan,masc,л,2,на,На пределе - десять
275,телефоне,телефон,inan,masc,н,3,в,"Если , да , её позови на улицу , говорит , стой не стой , я в телефоне , сидят только так в кнопках этих"
276,городе,город,inan,masc,д,2,в,Как ( як ) в городе точно
277,городе,город,inan,masc,д,2,в,"Это в городе не знаете один одного , на одной площадке живёте"
278,городе,город,inan,masc,д,2,в,"Ну да , тогда ( тады ) ж близко было , в Юрковщину ходили , церкви не было в городе еще , того недавно построили"
279,доме,дом,inan,masc,м,1,в,Ну эта вербочка должна в доме стоять
280,кладбище,кладбище,inan,neut,щ',2,на,"несут на кладбище , дома ставят , блина спекут , надо обязательно , чтоб блин спечен был"
281,кладбище,кладбище,inan,neut,щ',2,на,"И этот ( этый ) , ну , потом на кладбище , ну . ."
282,календаре,календарь,inan,masc,р',3,в,"На Радуницу , еще есть ( ёсь ) у нас есть в дерев = , это у нас есть ( ёсь ) , даже вот в календаре"
283,ноябре,ноябрь,inan,masc,р',2,в,"Это вот , ну в ноябре она бывает , в первых числах ноября"
284,царе,царь,anim,masc,р',1,при,"и какой - то Виль ехал когда - то при царе Горохе , может , при батюшке при каком , Бог её ведает"
285,Горохе,горох,inan,masc,х,2,при,"и какой - то Виль ехал когда - то при царе Горохе , может , при батюшке при каком , Бог её ведает"
286,деле,дело,inan,neut,л,1,на,"А там уже , правда , может и быль какая ( якая ) , Бог её ведает , может , на самом деле правда"
287,магазине,магазин,inan,masc,н,3,в,"мамка , говорю , папка с каким - то ( яким - то ) мужиком подрался в магазине"
288,обиходе,обиход,inan,masc,д,3,в,"Ай , ну какие ( якия ) то ещё бывают , в нашем тут обиходе"
289,кладбище,кладбище,inan,neut,щ',2,на,И могила его есть ( ёсь ) на кладбище тут
290,месте,место,inan,neut,т,1,на,"Будто бы эта икона , утром , появилась на этом месте"
291,детстве,детство,inan,neut,в,1,в,В детстве я не узнала к = . .
292,автобусе,автобус,inan,masc,с,3,на,"Ну вы , наверное , без внимания , раз на автобусе ехали"
293,колхозе,колхоз,inan,masc,з,2,в,"Вот они ( яны ) вс1 там работали в нашем колхозе , с детства"
294,детстве,детство,inan,neut,в,1,в,В своём детстве
295,округе,округ,inan,masc,г,2,в,У нас в округе много было тут ( тута ) господских домов
296,округе,округ,inan,masc,г,2,в,Самая богатая в округе
297,детстве,детство,inan,neut,в,1,в,"Я в своём детстве , ещё в том саду , мы ходили туда ( туды ) в яблоки , там такие были антоновки"
298,детстве,детство,inan,neut,в,1,в,"Коло меня есть ( ёсь ) тут ( тута ) коло дома , и в детстве я ходила всё туда ( туды )"
299,куте,кут,inan,masc,т,1,на,На куте т = здесь тут ст = становится якая - нибудь ( какая - нибудь ) девочка или мальчик
300,доме,дом,inan,masc,м,1,в,"у одной , в одном доме уже , он придёт сюда , тута ( тут ) иг = играют свадьбу"
301,кладбище,кладбище,inan,neut,щ',2,на,"Ходят тогда если умерши , невеста ходит на кладбище , приглашают"
302,кладбище,кладбище,inan,neut,щ',2,на,"и жених уже , на кладбище позовут мать или отца"
303,колхозе,колхоз,inan,masc,з,2,в,"ну , он , мы купили уже ( ужо ) в колхозе . Теперь приватизировали ещё , документы , что свой собственный"
304,колхозе,колхоз,inan,masc,з,2,в,Колхоз строил . Потом в
305,доме,дом,inan,masc,м,1,в,А мне в доме не надо лишнее
306,платьице,платьице,inan,neut,ц',2,на,Или материалу на платьице всегда
307,колхозе,колхоз,inan,masc,з,2,в,"в колхозе ещё сеяли , ходили с мат"
308,колхозе,колхоз,inan,masc,з,2,в,А теперь ( теперя ) это уже у нас в колхозе этого нема . Аж дико
309,поле,поле,inan,neut,л',1,на,"что там , с = там далеко на поле . Думаю , что - то посеяли белое"
310,поле,поле,inan,neut,л',1,в,"чтоб коровке всё хорошо чтоб было в поле вот так вот , ну вот это было , у нас есть это всегда"
311,ударе,удар,inan,masc,р,2,при,"Вот . И кровь , кровь , ещё кровь бывает при ударе ещё , это самое"
312,сеновале,сеновал,inan,masc,л,3,в,"Так я вынесла , туда , думаю , пускай там в сеновале там походят немножко"
313,городе,город,inan,masc,д,2,в,"в городе , ну а кому тут нам"
314,районе,район,inan,masc,н,2,в,"говорят , даже в како = , в нашем районе , этот , в области то есть Смоленской , мдведь же вышел"
315,случае,случай,inan,masc,й,2,во,"Ну , во всяком случае , волки были , будут и останутся , это уж факт"
316,доме,дом,inan,masc,м,1,в,"и гуси не в каждом доме , у нас больше"
317,колхозе,колхоз,inan,masc,з,2,в,"Пускай лошади там , лошади были ж у каж = это самое , много , в колхозе было"
318,центре,центр,inan,masc,р,1,в,"Трактор , говорит . Они там да , в центре живут , и дом , негде ни на площадку выйти"
319,случае,случай,inan,masc,й,2,во,"Это [ нрзб ] пусть стоит , какая разница , тут никто его не тронет у нас во всяком случае"
320,июле,июль,inan,masc,л',2,в,Вообще начинать надо в июле
321,июне,июнь,inan,masc,н',2,в,"Уже люди заготовили , даже вообще - то , то есть в июне"
322,поле,поле,inan,neut,л',1,на,"на поле ,"
323,июне,июнь,inan,masc,н',2,в,"В июне начинается всё равно , в конце июня начинается этот самый"
324,конце,конец,inan,masc,ц,2,в,"В июне начинается всё равно , в конце июня начинается этот самый"
325,августе,август,inan,masc,т,2,в,"Сено заготавливают , это уборка начинается в августе"
326,стойле,стойло,inan,neut,л,1,на,"животным , которые стоят на стойле , а на стойле , значит ,"
327,стойле,стойло,inan,neut,л,1,на,"животным , которые стоят на стойле , а на стойле , значит ,"
328,кабинете,кабинет,inan,masc,т,3,в,"у каждого свой кабинет был , там специальсты сиделе в одном кабинете , зоотехник"
329,колхозе,колхоз,inan,masc,з,2,в,Родители в колхозе
330,колхозе,колхоз,inan,masc,з,2,в,"А сейчас уже ни ячмень не сеют тут ( тута ) в колхозе , ничего такого"
331,огороде,огород,inan,masc,д,3,на,на огороде
332,районе,район,inan,masc,н,2,в,"Нет , я родилась в Шумяческом районе"
333,месте,место,inan,neut,т,1,на,"У них всё на месте , у них там дедушка и бабушка"
334,доме,дом,inan,masc,м,1,в,"Иди , говорит , Акулина , живи с детьми в этом доме"
335,столе,стол,inan,masc,л,1,на,"Ну помню , на столе стояла соляночка такая с солью , больше ничего"
336,колхозе,колхоз,inan,masc,з,2,в,"И я ещё помню , когда ещё в колхозе была"
337,колхозе,колхоз,inan,masc,з,2,в,"Я , ну , пошла работать . А тогда ( тъда ) же не платили ничего в колхозе ,"
338,запасе,запас,inan,masc,с,2,в,"Сейчас , пошёл ты , у меня в запасе уже есть"
339,уголке,уголок,inan,masc,к,3,в,"Мы жили в красном уголке , лето , солнышко греет"
340,районе,район,inan,masc,н,2,в,В Шумяческом же районе
341,доме,дом,inan,masc,м,1,в,Вы не в каждом доме
342,поле,поле,inan,neut,л',1,на,брала его на работу на поле
343,октябре,октябрь,inan,masc,р',2,в,это было в октябре
344,селе,село,inan,neut,л,1,на,"Я видная женщина , я уважаемая женщина на селе , раз"
345,колхозе,колхоз,inan,masc,з,2,в,"У нас школа вот тут в соседнем колхозе , Расстегаевка деревня"
346,автобусе,автобус,inan,masc,с,3,на,"Детей на автобусе теперь возят , да"
347,колхозе,колхоз,inan,masc,з,2,в,"вот , я жила в соседнем колхозе , там у нас вообще Белоруссия рядышком"
348,техникуме,техникум,inan,masc,м,3,в,"В школе учились , и в техникуме учились , там всё это было , всё правильно мы разговаривали"
349,магазине,магазин,inan,masc,н,3,в,"Такой говор . Ну имы , я так и с соседями , я так и в магазине со всеми ими общаюсь , и они со мной"
350,разговоре,разговор,inan,masc,р,3,при,"Ой , например я так не вспомню , при разговоре вот буду ла - ла - ла и разговаривать так"
351,огороде,огород,inan,masc,д,3,в,В огороде всё выращиваю понемногу
352,районе,район,inan,masc,н,2,в,С девяносто второго года мы вышли в фермеры самые первые в районе
353,районе,район,inan,masc,н,2,в,Уже в районе остался
354,районе,район,inan,masc,н,2,в,"А ещё есть два фермера в районе , они занимаются животноводством , там коровы"
355,колхозе,колхоз,inan,masc,з,2,в,Многие работают в колхозе
356,Мираторге,мираторг,inan,masc,г,3,в,Многие уже работают в Мираторге
357,округе,округ,inan,masc,г,2,в,Вот они тут в нашей округе
358,декрете,декрет,inan,masc,т,2,в,Невестка в декрете
359,доме,дом,inan,masc,м,1,в,"Ну , там они в частном доме"
360,колхозе,колхоз,inan,masc,з,2,в,"в мо = в моем колхозе , в соседнем"
361,детстве,детство,inan,neut,в,1,в,"И убили они его , там могила его есть ( ёсь ) , мы всё в детстве за ней ухаживали"
362,тое,той,inan,masc,й,1,в,"Страх , страх в то ( тое ) время"
363,коне,конь,anim,masc,н',1,на,"Тёрка была , на коне возили эту ( этую )"
364,коне,конь,anim,masc,н',1,на,Снопы эти ( этые ) возили на коне
365,моторе,мотор,inan,masc,р,2,в,"И мотор там стоял в нём , в моторе этом"
366,конце,конец,inan,masc,ц,2,в,"А раньше там вон дальше в дерев = в конце де = , коло Нины Димтриевны той ( тэй ) Романовой"
367,детстве,детство,inan,neut,в,1,в,"Ой , ну в де = в детстве"
368,квадратике,квадратик,inan,masc,к,3,на,"Вот вырезали с этого , с дерева , такой квадратик и на этом квадратике"
369,коне,конь,anim,masc,н',1,на,"На коне вот ездили , дед вон ходил"
370,Шанталове,шанталов,inan,masc,в,3,в,"И мы ещё в Шанталове попробовали один раз , я или спугалась , или что"
371,техникуме,техникум,inan,masc,м,3,в,"Свечку запалили , сколько нас там человек собралось в комнате , это уже в Шан = в техникуме"
372,пальце,палец,inan,masc,ц,2,на,"Ну и вот так , с двух сторон один держит на пальце и другой"
373,случае,случай,inan,masc,й,2,во,"Может , где какие ( якие ) деревни , кто и завивает венки , но у нас , во всякмо случае , уже этого нет"
374,детстве,детство,inan,neut,в,1,в,"Я помню , даже у нас вон в детстве , мамка свиноматку"
375,кладбище,кладбище,inan,neut,щ',2,на,"обычно на кладбище , я дык , например , на кладбище хожу убираю . Ме = мне это как - то больше всего упокаивает"
376,кладбище,кладбище,inan,neut,щ',2,на,"обычно на кладбище , я дык , например , на кладбище хожу убираю . Ме = мне это как - то больше всего упокаивает"
377,кладбище,кладбище,inan,neut,щ',2,на,"обычно на кладбище , я дык , например , на кладбище хожу убираю . Ме = мне это как - то больше всего упокаивает"
378,кладбище,кладбище,inan,neut,щ',2,на,"Ну это мы на Пасху , ну а на Радоницу это на кладбище , когда ( къда ) уже с кладбища , тогда ( тъда )"
379,колхозе,колхоз,inan,masc,з,2,в,"Ну , ну тогда ( тады ) ж вот это ( этое ) , ну бывало , тоже пойдёшь , а раньше себе ж не сеяли , а в колхозе было"
380,дворе,двор,inan,masc,р,1,во,А за . . . А тогда ( тады ) во дворе тут такие мялки были
381,колене,колено,inan,neut,н,2,в,Нога болит . В колене
382,колене,колено,inan,neut,н,2,в,В колене болит
383,колхозе,колхоз,inan,masc,з,2,в,Кто проработал в колхозе тридцать годов
384,месте,место,inan,neut,т,1,на,И на одном месте
385,Мираторге,мираторг,inan,masc,г,3,в,"И тут ( тута ) у нас , мой свой же сын в этой , в охране работает в Мираторге"
386,Мираторге,мираторг,inan,masc,г,3,в,В Мираторге работает
387,Мираторге,мираторг,inan,masc,г,3,в,"Всё на добавках . А они ж коровы эти ( этыя ) в Мираторге это , по девятьсот килограмм , здоровые такие"
388,Горчанке,горчанк,inan,masc,к,2,в,"Ой , как приехала тридцатка , тридцатка в [ Горчанке ] стояла"
389,этое,этой,inan,masc,й,2,на,"Говорит , на это ( этое ) есть ( ёсь ) больница"
390,сарае,сарай,inan,masc,й,2,в,"Это же летом коровы коло загона , а зимой же в сарае коровы бывают"
391,коне,конь,anim,masc,н',1,на,"Этот ( этый ) , даже я ездила на коне"
392,детстве,детство,inan,neut,в,1,в,Рассказывали в моем детстве
393,поле,поле,inan,neut,л',1,в,Ну вот идёт в поле корова
394,поле,поле,inan,neut,л',1,в,"утром , перед выходом в поле"
395,венике,веник,inan,masc,к,2,в,"и сказать , сколько в венике сучков , столько у моей коровы бычков"
396,сарае,сарай,inan,masc,й,2,в,"Где - то ( де - то ) она ( ина ) и жила , в сарае там"
397,районе,район,inan,masc,н,2,в,Самые первые в районе
398,колхозе,колхоз,inan,masc,з,2,в,Я в колхозе Борец
399,доме,дом,inan,masc,м,1,в,В моём доме
400,сельсовете,сельсовет,inan,masc,т,3,в,"поехали в сельсовете , расписались"
401,доме,дом,inan,masc,м,1,в,"и мы стали в моём доме гулять свадьбу , мои гости - целая хата"
402,месте,место,inan,neut,т,1,в,"На два дома раньше гуляли , не в одном месте свадьбу"
403,клубе,клуб,inan,masc,б,1,в,в клубе
404,колхозе,колхоз,inan,masc,з,2,в,если работают в колхозе
405,колхозе,колхоз,inan,masc,з,2,в,"Ну , работали в колхозе , потом вышли в фермеры"
406,духе,дух,inan,masc,х,1,в,"уже всё , в таком духе"
407,колхозе,колхоз,inan,masc,з,2,в,Ну в колхозе работала сначала
408,асфальте,асфальт,inan,masc,т,2,на,"Так что не надо , девчата , ну лучше сюда уже проехал , так вы там что - то , может быть , и снимите , это же близенько , на асфальте , там машину побьёте"
409,кладбище,кладбище,inan,neut,щ',2,на,"И к ма = , и мама в Микшине там на кладбище лежат они в Гороватке"
410,доме,дом,inan,masc,м,1,в,кто находится в вашем доме
411,райкоме,райком,inan,masc,м,2,в,"немного поработала в райкоме партии , это разогнали эту нашу"
412,тракторе,трактор,inan,masc,р,2,на,"Ну , на тракторе"
413,строительстве,строительство,inan,neut,в,3,в,"Вовка это умеет , у меня в строительстве вообще всё хорошо"
414,доме,дом,inan,masc,м,1,в,"А попробуй после мокрого , вы ж ходите , да , и попробуй - ка побудь в доме , неприятно ж , во - первых"
415,случае,случай,inan,masc,й,2,во,"Ну , во всяком случае нам сделали газ"
416,городе,город,inan,masc,д,2,в,"у вас в городе ж дороже , а у нас пять , пять , пять , пять"
417,июле,июль,inan,masc,л',2,в,"Ну а так сказали , в июле там , может быть , три с чем - то будет , ну может , на десять копеек или на двадцать"
418,городе,город,inan,masc,д,2,в,А в городе так вообще там
419,гребне,гребень,inan,masc,н',2,на,на гребне ( гребню )
420,доме,дом,inan,masc,м,1,в,"Чтоб приводить в дом , в доме ( дому )"
421,табуне,табун,inan,masc,н,2,в,"только перегнали через ров , и овечки ж раньше ходили в табуне"
422,колхозе,колхоз,inan,masc,з,2,в,"Да , я работала в колхозе"
423,поле,поле,inan,neut,л',1,в,В поле
424,поводе,повод,inan,masc,д,2,на,"Ну , приходили , на поводе приводили"
425,случае,случай,inan,masc,й,2,в,"чтобы в случае пожара , чтоб уже всё наготаове было"
426,колхозе,колхоз,inan,masc,з,2,в,"Ну , мололи - это в колхозе мололи , ну"
427,колхозе,колхоз,inan,masc,з,2,в,в кол = тогда ( тады ) ж мельницы не было . Сейчас в колхозе большая мельница скоту мелет
428,дереве,дерево,inan,neut,в,2,в,"Я в дереве выросла , но не делали мы девками , не было"
429,кладбище,кладбище,inan,neut,щ',2,на,И ка = и . . . и завезут на кладбище
430,колхозе,колхоз,inan,masc,з,2,в,там в соседнем колхозе в деревне
431,дере,дёр,inan,masc,р,1,в,"Молодую , в дере = ребёнка кормила грудью , женщину забило"
432,сарае,сарай,inan,masc,й,2,в,"Везде , в сарае , всё"
433,пороге,порог,inan,masc,г,2,в,"А мы придём , бедненькие племяннички , стоим в пороге"
434,детстве,детство,inan,neut,в,1,в,В детстве
435,поле,поле,inan,neut,л',1,на,"Если мама на поле , мы ещё малы , да"
436,наряде,наряд,inan,masc,д,2,в,"Мы все были в наряде . И маленькие , и старенькие , гулять особо не ,"
437,стаде,стадо,inan,neut,д,1,в,Ну это в колхозном стаде
438,сарае,сарай,inan,masc,й,2,в,"Держишь дома , в сарае"
439,Вёрте,вёрот,anim,masc,т,2,на,"И на [ Вёрте ] пять , тринадцать коров"
440,клубе,клуб,inan,masc,б,1,в,"Вот , открывается клуб . В воскресенье уже они уезжают , значит , некому в клубе , старые ж не пойдут"
441,доме,дом,inan,masc,м,1,в,Вот в моём доме
442,доме,дом,inan,masc,м,1,в,"А нас , подлётков таких , не пускали . Взрослые только в доме"
443,масле,масло,inan,neut,л,1,на,"Пост надо постное есть , на масле всё надо есть"
444,супе,суп,inan,masc,п,1,в,"Капусту топ = чтоб не было ни сала , ни мяса в той капусте , ти в супе этом"
445,масле,масло,inan,neut,л,1,на,"И работаешь , делаешь дома всё . Я буду на масле этом есть"
446,колхозе,колхоз,inan,masc,з,2,в,"Я в колхозе работал , в газету не попал . Женка поехала"
447,доме,дом,inan,masc,м,1,в,"Одна была кошка в доме , сошла . Думаю , господи"
448,слонце,слонец,anim,masc,ц,2,на,"чистили картошку на слонце на этом , присаживались"
449,доме,дом,inan,masc,м,1,в,В вашем доме стоит вот тут
450,магазине,магазин,inan,masc,н,3,в,"Вот от магазина , там дорожка , и пройдёте , там её сестра в магазине"
451,уровне,уровень,inan,masc,н',3,на,"Она не на уровне их , а где - то в боку , она всё равно стучит по стенке как ненормальная"
452,доме,дом,inan,masc,м,1,в,"ну это ж дети в кажом доме , вы приехали сюда в город"
453,доме,дом,inan,masc,м,1,в,"будете понимать , что когда - то начинается , дети собираются , после школы или что шуму в доме"
454,обиходе,обиход,inan,masc,д,3,в,"в обиходе там то слово , то слово"
455,столе,стол,inan,masc,л,1,на,"Есть чаёк , есть молочко на столе , там куплю"
456,мотоцикле,мотоцикл,inan,masc,л,3,на,"на мотоцикле , и них же мотоциклы уже ( ужо ) были у немцев"
457,колхозе,колхоз,inan,masc,з,2,в,"Вот мы , мы уже ( ужо ) вот в колхозе жали"
458,поле,поле,inan,neut,л',1,в,"Ну если зародит там ( тама ) в поле хлеб , то сколько - то грамм дадут на трудодень"
459,начале,начало,inan,neut,л,2,в,"в начале эта , перестройка тут"
460,бурьяне,бурьян,inan,masc,н,2,в,"Мы , говорит , заросли в бурьяне . А . . . конечно , зарастём"
461,районе,район,inan,masc,н,2,в,Наших много в Можайском районе в Московской области
462,колхозе,колхоз,inan,masc,з,2,в,в колхозе там
463,деле,дело,inan,neut,л,1,на,"Вот такое время , на самом деле"
464,перекрёстке,перекрёсток,inan,masc,к,4,на,"и вот на перекрёстке на этой , рассы = рассыпать этих мурашек . Ну мы оббежали ( оббегли ) это ( этое )"
465,Жавинке,жавинк,anim,masc,к,2,в,"а сюда приехали нема . Там ( тама ) , ну дак уже все да = , тут ( тута ) уже живу , уже больше двадцать один году тут , в Жавинке"
466,огороде,огород,inan,masc,д,3,в,Ти в огороде что накупалят
467,доме,дом,inan,masc,м,1,в,"Ну что - то , говорит , делали , чтобы дом добро стоял , и всё в доме было добро"
468,колхозе,колхоз,inan,masc,з,2,в,"Ну ходь = , ну ход = ь , не , надо , когда ( къда ) корову покупаешь в колхозе"
469,пределе,предел,inan,masc,л,2,в,"где , где - то в пределе восьмого , девятого мая , тут после на майские праздники на эти , ну , на выходные на это"
470,поле,поле,inan,neut,л',1,в,И когда ( къда ) в поле . .
471,поле,поле,inan,neut,л',1,в,"ну верёвку на сарай , где она находится , а когда ( къда ) уходят , в поле уже , ну , надо . ."
472,детстве,детство,inan,neut,в,1,в,"Да , да . В детстве"
